"HotlineID","GroupID","DateOfCall","DateFirstObserved","Notes","Mortality","Fish","Species","Magnitude","SalinityType","WaterBodyName","Near","LatDD","LonDD","SuspectedCause"
23679,,2016-08-11,2016-08-11,"Private pond, solid rain last 3 days, water is murky.",TRUE,TRUE,"Bass","20to100","Freshwater","River Plantation Pond",,27.53316,-82.41741,"LowDissolvedOxygen"
23684,99999,2016-08-14,2016-08-14,"People who called moved the 4ft dead Shark to behind the trash cans. They said it had a puncture wound above the left gill.",TRUE,TRUE,"Shark","1to19","Saltwater","GOM - Indian Rocks Beach","Tiki Gardens - Indian Shores Beach Access",27.85383,-82.84665,"Unknown"
23686,23686,2016-08-15,2016-08-15,"Upset about Vultures, lots of rain, high water levels.",TRUE,TRUE,"Species Unidentified","20to100","Freshwater","Lighthouse Cove Lake",,27.50385,-82.47413,"LowDissolvedOxygen"
23690,99999,2016-08-15,2016-08-15,"PHOTOS IN ATTACHED PDF: - 2 LOCATIONS: 19300 Gulf Blvd, Indian Shores - - - 140 Gulf Blvd, Belleair Beach",TRUE,TRUE,"Blacktip Shark","1to19","Saltwater","GOM - Indian Shores Beach & Belleair Beach",,27.8473,-82.84376,"Unknown"
23696,23686,2016-08-16,2016-08-16,"See 10 fish at this time, water yellow/brown, then turned normal. Heavy storms lately.",TRUE,TRUE,"Species Unidentified","20to100","Freshwater","Lighthouse Cove Lake",,27.50312,-82.47367,"LowDissolvedOxygen"
23742,,2016-08-22,2016-08-22,"2 retention ponds that are not being managed by HOA. Few dead fish kills over past few months. Wanted to know if County or State had any authority to force HOA to maintain the ponds.",TRUE,TRUE,"Species Unidentified","20to100","Freshwater","Eniswood Pond",,28.09751,-82.76492,"Unknown"
23744,,2016-08-22,2016-08-22,"HOA had lake maint company spray last week and day after fish began to dye. Oily sheen on surface of water. Originally called SFWMD who gave her Wildlife Alert Number.",TRUE,TRUE,"Tilapia","100s","Freshwater","Imperial Lakewoods Golf Club Pond",,27.59165,-82.49646,"HerbicidePesticide"
23747,99999,2016-08-23,2016-08-23,"We received a report from CMA staff regarding two calls they got this morning about dead Blacktip sharks on Indian Rocks Beach. Apparently, the animals are in good condition with no signs of trauma. One is located at 900 Gulf Blvd. and the second one is located at 1308 Gulf Blvd. Indian Rocks Beach. No signs of trauma on fish.",TRUE,TRUE,"Blacktip Shark","1to19","Saltwater","GOM - Indian Rocks Beach",,27.89607,-82.85046,"Unknown"
23764,,2016-08-26,2016-08-26,"Fish kill in private pond, fish gasping for air, no oily residue or rainbow on the water.",TRUE,TRUE,"Species Unidentified","20to100","Freshwater","Sandstone Lake",,28.00325,-82.5762,"LowDissolvedOxygen"
23769,,2016-08-26,2016-08-26,"Town & Country area, private pond, lots of rain.",TRUE,TRUE,"Bluegill, Largemouth Bass, Plecastomous","1to19","Freshwater","Lake Bridge Pond",,28.00105,-82.5764,"LowDissolvedOxygen"
23771,,2016-08-29,2016-08-29,"Small fish only, water looks normal, no recent fertilizer, not sure if any sores.",TRUE,TRUE,"Bluegill","20to100","Freshwater","Jones Blato Farm Pond",,27.6369,-82.41649,"OtherAlgalBloom"
23782,,2016-09-04,2016-09-04,"We walk around the lake every week on the walking trail. This is definitely abnormal. Can't tell exact species but possibly a type of Carp.   Definitely see something on the surface of the water possibly algae",TRUE,TRUE,"Carp","20to100","Freshwater","Dover Park","Gallagher & Mlk Jr. Blvd",27.9874,-82.23375,"LowDissolvedOxygen"
23803,23816,2016-09-12,2016-09-12,"PICTURE IN ATTACHED PDF: - Apparently there are several dead black skimmers in St Pete beach. Gary Morse stated that some of the animals were suffering from convulsions. I do not have a lot of details at this time, but I’m going down to Outreach to speak with Lisa and Kelly. Be aware that someone may have to go pick them up.",TRUE,TRUE,"Black Skimmer, King Fish (Juvenile)","20to100","Saltwater","Lido Beach/St Pete Beach",,27.72412,-82.74283,"Unknown"
23816,23816,2016-09-12,2016-09-12,"Black Skimmer die-off.",TRUE,TRUE,"Black Skimmer","20to100","Saltwater","St Petersburg Beach/Lido Beach",,27.72421,-82.74272,"Unknown"
23833,23833,2016-09-16,2016-09-16,"This is the 1st Red Tide Call for Longboat Key.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","GOM - Longboat Key",,27.43567,-82.68958,"RedTide"
23826,99999,2016-09-18,2016-09-18,"Dead female Hammerhead Shark, approximately 6ft in length.",TRUE,TRUE,"Hammerhead Shark","1to19","Saltwater","Treasure Island Beach",,27.7786,-82.78243,"Unknown"
23835,23833,2016-09-18,2016-09-18,"This is not 1st RT Call - it is 23833 - We just received our 1st call possibly related to red tide near 7125 Gulf Of Mexico Drive, Longboat Key. The caller explained that there are hundreds of pinfish dead on the beach. He did not experienced respiratory irritation. The Friday FWC HAB report shows very low to low concentration of K. brevis at that location. HAB staff, will you continue to receive water samples on a regular schedule from this area?",TRUE,TRUE,"Pinfish","20to100","Saltwater","GOM - Coquina Beach",,27.44929,-82.69241,"RedTide"
23827,,2016-09-19,2016-09-19,"Aeration system was installed in private pond.",TRUE,TRUE,"Species Unidentified","20to100","Freshwater","Central Park Pond",,27.45621,-82.42989,"LowDissolvedOxygen"
23840,23833,2016-09-19,2016-09-19,"All small fish.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","GOM - Beer Can Island","Longboat Pass",27.44204,-82.68738,"RedTide"
23841,23833,2016-09-19,2016-09-19,"Beach sampler.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","GOM - Longboat Key",,27.43684,-82.6907,"RedTide"
23836,23833,2016-09-19,2016-09-19,"Red Tide.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","GOM - Longboat Key",,27.39304,-82.64582,"RedTide"
23837,23833,2016-09-19,2016-09-19,"Red Tide.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","GOM - Longboat Key",,27.4193,-82.67013,"RedTide"
23838,23833,2016-09-19,2016-09-19,"PHOTOS IN ATTACHED PDF: We received a page from FWC LE  Tampa @0918 h this morning regarding a “dead dolphin” at the I-275 south side rest area (MM-7), Manatee County, Plametto.  FWC Case number 14216. Original complainant was Dale (727) 418-4845. (We have not contacted him.) UPDATE: ADAM & ELI DID NOT FIND THE ANIMAL.",TRUE,TRUE,"Mahi-Mahi","1to19","Saltwater","MM 7 Southside I-75 Rest Stop",,27.58385,-82.61588,"Unknown"
23842,23833,2016-09-19,2016-09-19,"PHOTOS IN ATTACHED PDF: Thousands of small white fish floating dead, a few in the beach. Also, 1 Catfish and 1 Eel on beach. Seagulls not deterred from eating them.",TRUE,TRUE,"Species Unidentified, Catfish, Eel","1000s","Saltwater","GOM - Longboat Key",,27.43476,-82.68898,"RedTide"
23843,23833,2016-09-19,2016-09-19,"Small baitfish observerd over last hour.",TRUE,TRUE,"Baitfish","1000s","Saltwater","GOM - Turtle Crawl Inn",,27.3907,-82.64369,"RedTide"
23845,23833,2016-09-19,2016-09-19,"Red Tide.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","GOM - Longboat Key",,27.40031,-82.65136,"RedTide"
23846,23833,2016-09-19,2016-09-19,"Red Tide.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","GOM - Longboat Key",,27.39121,-82.64395,"RedTide"
23847,23833,2016-09-19,2016-09-19,"Just read online sept 16th red tide in SOUTH PADRE ISLAND TX Gulf Of Mexico. My guess is way more than 2 k dead fish",TRUE,TRUE,"Red Snapper","1000s","Saltwater","GOM - Longboat Key",,27.39293,-82.64514,"RedTide"
23849,23833,2016-09-19,2016-09-19,"Red Tide.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","GOM - Longboat Key",,27.43149,-82.68502,"RedTide"
23857,23833,2016-09-20,2016-09-20,"Outrigger Resort.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","GOM - Outrigger Resort",,27.4044,-82.65483,"RedTide"
23858,23833,2016-09-20,2016-09-20,"Sand Key Resort.",TRUE,TRUE,"Mullet","20to100","Saltwater","GOM - Sand Key Resort",,27.39766,-82.64948,"RedTide"
23859,23833,2016-09-20,2016-09-20,"Red Tide.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","GOM - Longboat Key",,27.41051,-82.65954,"RedTide"
23848,23833,2016-09-20,2016-09-18,"Hugh fish kill in pass. There are lots of calls on this. Wants callback on water sample.",TRUE,TRUE,"Baitfish","100s","Saltwater","GOM - Longboat Pass",,27.44219,-82.68959,"RedTide"
23851,23833,2016-09-20,2016-09-20,"Red Tide.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","GOM - Longboat Key Beach",,27.43277,-82.68655,"RedTide"
23860,23833,2016-09-20,2016-09-20,"Red Tide.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","GOM - Longboat Key",,27.41475,-82.6637,"RedTide"
23863,23833,2016-09-20,2016-09-20,"Smell at tide line very bad where fish have accumulated. Very strong. Needs to be cleaned up.",TRUE,TRUE,"Grunt, Lookdown","100s","Saltwater","GOM - Whitney Beach",,27.42993,-82.68309,"RedTide"
23864,23833,2016-09-20,2016-09-20,". . . .",TRUE,TRUE,"Species Unidentified","1000s","Saltwater","GOM - Longboat Key",,27.43238,-82.68694,"RedTide"
23865,23833,2016-09-20,2016-09-19,"First noticed on 9/19/2016 @ 6pm. Worse today 9/20. Lots of dead fish that look to be a similar species. I have pictures.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","GOM - Longboat Key",,27.42552,-82.6773,"RedTide"
23866,23833,2016-09-20,2016-09-20,"I think it might be Red Tide I was coughing.",TRUE,TRUE,"Species Unidentified, Eel, Seatrout, Grunt","1000s","Saltwater","GOM - Longboat Key",,27.41871,-82.66841,"RedTide"
23868,23833,2016-09-21,2016-09-21,"DEP got report of dead fish on Longboat Key.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","GOM - Longboat Key",,27.4091,-82.66051,"RedTide"
23871,23833,2016-09-21,2016-09-21,"DEP got calls of dead fish on Longboat Key.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","GOM - Longboat Key",,27.42213,-82.67188,"RedTide"
23889,23833,2016-09-23,2016-09-23,"dead fish on the key.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","GOM - Longboat Key",,27.40952,-82.66014,"RedTide"
23890,23833,2016-09-23,2016-09-23,"MOTE's site shows Red Tide at Bradenton Beach - Nokomis - Venice North Jetty - Venice Beach - Manasota Beach - dead fish.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","GOM - Bradenton Beach Southward",,27.4742,-82.70243,"RedTide"
23892,,2016-09-23,2016-09-23,"Apparently there is a freshly dead Blacktip shark in Madeira Beach. The caller stated that it was barely alive when she first noted it. She is on site and said it was still there. UPDATE: Short staff animal burried",TRUE,TRUE,"Blacktip Shark","1to19","Saltwater","GOM - Madeira Beach",,27.79036,-82.78975,"Unknown"
23914,23833,2016-09-23,2016-09-23,"Kill on Sand Key.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","GOM - Sand Key",,27.91615,-82.8463,"RedTide"
23898,23833,2016-09-24,2016-09-24,"Behind the Tradewinds 5500 Gulf Blvd, St Pete Beach, FL. The call came from Anne Brandt 808-344-2243. She texted me a photo. The fish weren't there when they went out but started surfacing as they were returning. Before leaving another triangular species began popping up.",TRUE,TRUE,"Species Unidentified, Grunt","20to100","Saltwater","GOM - St Pete Beach",,27.72745,-82.74852,"RedTide"
23909,23833,2016-09-24,2016-09-24,"Bradenton Beach kill.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","GOM - Bradenton Beach",,27.46469,-82.69887,"RedTide"
23903,23833,2016-09-25,2016-09-25,"Tons of dead fish and the sting ray was slowly dying.",TRUE,TRUE,"Species Unidentified, Stingray-1","20to100","Saltwater","GOM - Sunset Beach",,27.75129,-82.76384,"RedTide"
23904,23833,2016-09-25,2016-09-25,"NO CONTACT INFO.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","GOM - St Pete Beach",,27.71709,-82.74068,"RedTide"
23911,23833,2016-09-25,2016-09-25,"2nd hand report of fish kill from a guard who has not been on the beach.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","GOM - Sunset Beach",,27.74045,-82.75676,"RedTide"
23905,23833,2016-09-26,2016-09-26,"Obviously Red Tide.",TRUE,TRUE,"Species Unidentified, Eel","20to100","Saltwater","GOM - 6th Street North",,27.46917,-82.70061,"RedTide"
23912,23833,2016-09-26,2016-09-26,"Near Johns Pass, fish bad - worst he's seen.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","GOM - Johns Pass Light",,27.78145,-82.78393,"RedTide"
23915,23833,2016-09-26,2016-09-26,"Sunset Beach at 82nd Avenue.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","GOM - Sunset Beach",,27.75182,-82.76388,"RedTide"
23918,23833,2016-09-26,2016-09-26,"PHOTOS IN ATTACHED PDF: Dead fish at Don Cesar.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","GOM - Don Cesar",,27.7096,-82.73851,"RedTide"
23921,23833,2016-09-26,2016-09-26,"Upset we do not provide more updates about Red Tide on daily basis.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","GOM - Exact Location Unknown",,27.72426,-82.7429,"RedTide"
23923,23833,2016-09-26,2016-09-26,"Upset about the smell and wants DOH phone number ==> Healthy Beaches.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","GOM - Redington Beach",,27.8078,-82.81202,"RedTide"
23924,23833,2016-09-26,2016-09-26,"Reporting Respiratory irritation.",TRUE,TRUE,"Pinfish","20to100","Saltwater","GOM - Sunset Beach",,27.74655,-82.76139,"RedTide"
23925,23833,2016-09-26,2016-09-26,"Wanted make sure we had the info on this kill.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","GOM - Longboat Key",,27.42105,-82.67115,"RedTide"
23927,23833,2016-09-26,2016-09-26,"Saw them walking at 8:30 am tide almost at high fish being pushed up.",TRUE,TRUE,"Pike","1000s","Saltwater","GOM - Sunset Beach",,27.74399,-82.76006,"RedTide"
23928,23833,2016-09-26,2016-09-26,"Dead near Blind Pass, wants Red Tide info.",TRUE,TRUE,"Grunt, Pinfish","20to100","Saltwater","GOM - Blind Pass",,27.73912,-82.75515,"RedTide"
23933,23833,2016-09-26,2016-09-26,". . . .",TRUE,TRUE,"Species Unidentified, Remora-1","1000s","Saltwater","GOM - St Pete Beach",,27.72125,-82.74147,"RedTide"
23934,23833,2016-09-26,2016-09-26,"1000s of dead fish along the beach.",TRUE,TRUE,"Species Unidentified","1000s","Saltwater","GOM - Treasure Island Beach",,27.76867,-82.77339,"RedTide"
23936,23833,2016-09-26,2016-09-26,"Thousands of dead fish on beach...smell is bad....yesterday I reported abnormal water color and some dead fish...today it is full red tide",TRUE,TRUE,"Species Unidentified","1to19","Saltwater","GOM - Johns Pass Beach",,27.779,-82.78294,"RedTide"
23937,23833,2016-09-27,2016-09-27,"Rode out on Monday 9/26 from Anna Maria Island to Sarasota Bay and noted thousands and thousands of dead fish from Red Tide.",TRUE,TRUE,"Species Unidentified, Black Grouper-1, Snook-2, Eel","1000s","Saltwater","GOM - Anna Maria Island to Sarasota Bay",,27.50632,-82.71872,"RedTide"
23940,23833,2016-09-27,2016-09-27,"Dead fish and Eels only.",TRUE,TRUE,"Species Unidentified, Eel","20to100","Saltwater","GOM - Madeira Beach",,27.79748,-82.79777,"RedTide"
23941,23833,2016-09-27,2016-09-27,"Dead on the beach.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","GOM - Madeira Beach",,27.79839,-82.79908,"RedTide"
23942,99999,2016-09-27,2016-09-27,"Decomposed, lasseration on right lateral.",TRUE,TRUE,"Hammerhead Shark","1to19","Saltwater","GOM - Madeira Beach",,27.88673,-82.85184,"Unknown"
23944,23833,2016-09-27,2016-09-27,"Reporting respiratory irritation.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","GOM - Treasure Island Beach",,27.7699,-82.77559,"RedTide"
23946,23833,2016-09-27,2016-09-27,"Mix of fresh and decomposed; 100- 200 fish; fish floating; in Boca Ciega Bay, east of John's Pass, near 2532 Keystone Court North",TRUE,TRUE,"Species Unidentified","100s","Saltwater","ICW - East of Johns Pass",,27.79612,-82.75673,"RedTide"
23952,,2016-09-28,2016-09-28,"The fish have all been  picked off by birds but the water has been extremely murky and is normally crystal clear. 9/30/16 Jason left me voice mail and I called back 9/30/16 @ 10:19. He wanted more information.",TRUE,TRUE,"Bluegill","100s","Freshwater","Lake Dagny",,28.07749,-82.62063,"LowDissolvedOxygen"
23954,23833,2016-09-28,2016-09-28,"NO CONTACT INFO: Pass-a-Grill Beach.",TRUE,TRUE,"Sea Turtle, Eel, Puffer","20to100","Saltwater","GOM - Pass-a-Grille Beach",,27.68906,-82.73845,"RedTide"
23955,23833,2016-09-28,2016-09-28,"Caller is the Bridge Tender - dead fish at the bridge.",TRUE,TRUE,"Species Unidentified, Sheepshead","20to100","Saltwater","Tampa Bay - Tierra Verde Bridge",,27.69518,-82.71706,"RedTide"
23956,23833,2016-09-28,2016-09-28,"CAT SPOKE WITH HIM ON HOTLINE: The fish kill on the 26 was not significant, on the high tide during the night of the 27 the kill was quite large and today, the 28th the kill is increasing. There are thousands on the beach and many more thousands in the water 10 to 70 feet off shore. Many entangled in seaweed clumps. Reddish tinted water was observed vicinity 45th Ave.",TRUE,TRUE,"Pinfish, Dogfish, Cowfish, Grouper, Eel","20to100","Saltwater","GOM - St Pete Beach - 45th Avenue",,27.71857,-82.7413,"RedTide"
23957,23833,2016-09-28,2016-09-28,"The fish kill on the 26 was not significant, on the high tide during the night of the 27 the kill was quite large and today, the 28th the kill is increasing. There are thousands on the beach and many more thousands in the water 10 to 70 feet off shore. Many entangled in seaweed clumps. Reddish tinted water was observed vicinity 45th Ave.",TRUE,TRUE,"Species Unidentified","1000s","Saltwater","GOM - St Pete Beach",,27.71272,-82.73967,"RedTide"
23958,23833,2016-09-28,2016-09-28,"Dead on the beach.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","GOM - Treasure Island Beach",,27.76878,-82.77372,"RedTide"
23974,23833,2016-09-29,2016-09-29,"I am working from home today. I just looked outside and observed abundant dead fish floating by. Not a normal occurrence. We live at 2626 Keystone Ct. N. on Boca Ciega Bay just two houses south of the outfall from the northwest (Walter Fuller Park) stormwater treatment facility.  Is there anyone else I should report this to? Bringing us a water sample.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","ICW - Johns Pass/Long Bayou","Walter Fuller Park",27.79618,-82.75674,"RedTide"
23984,23833,2016-09-30,2016-09-30,"I visited Treasure Island beach on Wednesday, there were 100s of decomposed fish& fish bones as well as hundreds of newly washed up dead fish as far as the shoreline & floating on the water, I took a lot of photos if you would like to see them.",TRUE,TRUE,"Species Unidentified, Baitfish, Horseshoe Crab","100s","Saltwater","GOM - Treasure Island Beach",,27.76885,-82.77351,"RedTide"
23985,23833,2016-10-01,2016-10-01,"NO CONTACT INFO: Northern part Longboat Key.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","GOM - North Longboat Key",,27.39909,-82.65149,"RedTide"
23986,23833,2016-10-01,2016-10-01,"NO CONTACT INFO: These are fresh kills. Fish mixed with mats of Seaweed and Algae.",TRUE,TRUE,"Mullet-100, Sheepshead-5, Snook-5, Catfish-10, Trout-10, Pinfish, Flounder, Grouper, Mangrove Snapper","100s","Saltwater","Sarasota Bay - Millar Bay",,27.42712,-82.66938,"RedTide"
23998,23833,2016-10-03,2016-10-03,"Saturday 10/1/2016. Water surface was covered with floating dead pinfish, from just out of the pass all the way to the reef site. Did not notice any dead or distressed fish below water surface at Mad Reef (we were diving).",TRUE,TRUE,"Pinfish","20to100","Saltwater","John's Pass to Madeira Artificial Reef",,27.77681,-82.86967,"RedTide"
24002,23833,2016-10-03,2016-10-03,"On way from Egmont to 7 Mile Reef. Highest concentration about 5 miles out and thinned out near 7 Mile Reef.",TRUE,TRUE,"Red Drum-1, Grunt-100","100s","Saltwater","GOM - Egmont to 7 Mile Reef",,27.59092,-82.81262,"RedTide"
24012,23833,2016-10-05,2016-10-05,"NO CONTACT INFO: About two dozen dead fish floating by behind my apartments- from 2inches to 12 inches- they mostly looked white",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","Treasure Island ICW","Treasure Island Causeway Bridge",27.76691,-82.76619,"RedTide"
24014,23833,2016-10-05,2016-10-05,"I just spoke to Melissa and as you can see below, we are allowed on her property at any time.  She was polite and I’m sure that she won’t give whoever collects the sample a difficult time.  She is going to a city council meeting tomorrow at 8:30 AM. She was hoping that someone could provide an analysis before or during the meeting, but I explained it was unlikely for such quick turnaround. She is frustrated and understandably so, but maybe her anger is slightly misguided. She thinks that we should be working with healthy beaches and that any bloom data should be posted on their site.  I’m not familiar with the website, but is there a link to the red tide status? She is frustrated with the many different places she must go to get information and would like something like one-stop shopping which does make sense.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","Venetian Shores Canal","Tampa Bay",27.81935,-82.6119,"RedTide"
24044,23833,2016-10-05,2016-10-05,"Fish kill @ Rod & Reel Pier.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","Tampa Bay - Rod & Reel Pier","rod & reek pier",27.53831,-82.73962,"RedTide"
24024,23833,2016-10-07,2016-10-07,"This fish kill is at the end of 10th street north in Bradenton Beach...dead fish have collected in the corner between 9th st. n. and 10th st. n.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","Sarasota Bay",,27.47102,-82.69895,"RedTide"
24025,23833,2016-10-07,2016-10-07,"I have smelled the red tide for weeks but this is the first time I have seen dead fish in this canal.  Some are decomposed.  The weather could have pushed them into the canal.  The water color is dark but that is common after all the rain recently.  Send me an email if you need other information.",TRUE,TRUE,"Mullet, Pinfish, Mangrove Snapper","20to100","Saltwater","Bayview Drive Canal",,27.42895,-82.67497,"RedTide"
24045,23833,2016-10-07,2016-10-07,"@ Pass-a-Grill Yacht Club,  debris + odor, photos.",TRUE,TRUE,"Pinfish","20to100","Saltwater","Tampa Bay - Pass-a-Grille Yacht Club",,27.69918,-82.73538,"RedTide"
24032,23833,2016-10-08,2016-10-08,"Dead fish on beach.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","GOM - Holmes Beach",,27.49697,-82.71238,"RedTide"
24033,23833,2016-10-09,2016-10-09,"Harbour Isla Condos on Anna Maria Sound.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","Anna Maria Sound",,27.50836,-82.68648,"RedTide"
24034,23833,2016-10-09,2016-10-09,"@Bayway Bridge Toll near mangroves.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","Tampa Bay - Bayway Toll Mangroves","McPherson Bayou",27.70896,-82.73073,"RedTide"
24039,23833,2016-10-09,2016-10-09,"@ Vina del Mar water discolortion and dead fish.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","Tampa Bay - Vina Del Mar",,27.69593,-82.73166,"RedTide"
24040,23833,2016-10-09,2016-10-09,"See attached PDF:",TRUE,TRUE,"Atlantic Croker, Pigfish, Sea Urchin, Conchs, Blue Crab, Eel, Needlefish, Catfish, Mullet","1000s","Saltwater","Tampa Bay Ft Desoto Boat Ramp",,27.6461,-82.71698,"RedTide"
24041,23833,2016-10-09,2016-10-09,"Respiratory irritation/ see attached - Spadefish, Remora, Mullet, Black Drum, Needlefish, Pinfish, Batfish, Flounder, Eel, Spanish Mackerel.",TRUE,TRUE,"Spadefish, Remora, Mullet, Black Drum, Needlefish, Pinfish, Batfish, Flounder, Eel, Spanish Mackerel
Remora
Mullet
Black drum
Needlefish
Pinfish
Batfish
Flounder
Eel
Spanish Mackerel","1000s","Saltwater","Tampa Bay - Anna Maria Pier",,27.53752,-82.73863,"RedTide"
24042,23833,2016-10-10,2016-10-10,"10/8/2016 - Yesterday, morning I awoke to see fish washing up to the shore, including a dolphin or manatee struggling to survive in the bay behind my condominium development (La Puerta del Sol). The view was discouraging and disturbing. This morning, I observed twice the amount of dead fish floating and washing up to the shore, as depicted in the enclosed photos. My question is who and when will  clean up the fish take place? It creates a very unhealthy environment.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","Boca Ciega Bay",,27.71539,-82.71401,"RedTide"
24047,23833,2016-10-10,2016-10-10,"DEAD FISH ALL OVER THE FOR DE SOTO BOAT RAMP AND FLOATING EVERY WHERE BETWEEN THE RAMP AND THE SUNSHINE SKYWAY.",TRUE,TRUE,"Mojarra, Juvenile Red Drum, Baitfish, JUV Mullet, 5000 Grunt, 5000 Jack Crevalle, 3 Trout, 1","20to100","Saltwater","Tampa Bay - Ft Desoto Boat Ramp","FORT DE SOTO",27.64651,-82.71691,"RedTide"
24048,23833,2016-10-10,2016-10-10,"These fish are coming in with the tide at the end of this canal & not being washed out so they are growing in numbers & omit a terrible  odor such as raw sewage. We do not live here, we are renting a vacation house.",TRUE,TRUE,"Sheepshead-5, Trout-50, Mullet-45, Species Unidentified-20, Catfish-45, Grunt-10, Jack Crevalle-5","100s","Saltwater","Anna Maria Sound",,27.47787,-82.70023,"RedTide"
24052,23833,2016-10-11,2016-10-11,"Water has a brownish sewage look to it.",TRUE,TRUE,"Mullet, Catfish, Pinfish, Grunt","20to100","Saltwater","Johns Pass",,27.78588,-82.7804,"RedTide"
24062,23833,2016-10-12,2016-10-12,"Old fish kill - wants clean-up.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","GOM - Manatee County Beach",,27.5107,-82.72217,"RedTide"
24064,23833,2016-10-14,2016-10-14,"There are a lot of dead fish floating in the water behind my house off 59th Ave. They are decomposing and the smell outside is terrible.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","Boca Ciega Bay",,27.733,-82.7426,"RedTide"
24066,23833,2016-10-14,2016-10-14,"Thousands of dead pinfish and mullet located on the East facing shore of Tierra Verde. Kill was a couple of days ago. Fish are bloated and starting to rot.",TRUE,TRUE,"Mullet-5000, Grunt-2000","1000s","Saltwater","Tampa Bay",,27.683,-82.719,"RedTide"
24079,23833,2016-10-14,2016-10-14,"This report says FKH ID pending, but this water sample was collected by Eli. Was a FK datasheet made for this sample?",TRUE,TRUE,"Mullet, Pigfish, Pinfish, catfish","20to100","Saltwater","Ft DeSoto - Soldiers Hole",,27.62038,-82.73433,"RedTide"
24073,23833,2016-10-18,2016-10-18,"Have had dead fish in canal since 10/7 - nearly gone now but still a few.",TRUE,TRUE,"Mullet, Grunt","1to19","Saltwater","Tampa Bay - Bayway Isles","Maximo Channel",27.70918,-82.69762,"RedTide"
24081,23833,2016-10-21,2016-10-21,"The water was loaded with star fish ! I have not seen a concentration of star fish like this before. One 4-5' shark was dead and decomposing on the shore line sSAw corner of Manbirdie key. ( side closest to the skyway bridge) Water around the key  was full of Dolphin and Jacks. Date 10-18-16",TRUE,TRUE,"Baitfish, Threadfin, Greenie","100s","Saltwater","Tampa Bay - Port Manatee","Manbirdie Key",27.63792,-82.5735,"RedTide"
24082,23833,2016-10-21,2016-10-21,"Looks like Red Tide.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","Channel by Port Manatee Berth 5",,27.6364,-82.56829,"RedTide"
24084,23833,2016-10-21,2016-10-21,"Getting reports of Red Tide being in Port Manatee. Water samples were taking from the pumping station.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","Tampa Bay - Port Manatee",,27.63719,-82.56905,"RedTide"
24088,23833,2016-10-22,2016-10-22,"Dead fish on the Bay.",TRUE,TRUE,"Species Unidentified","20to100","Saltwater","Sarasota Bay",,27.42125,-82.65728,"RedTide"
24106,23833,2016-10-31,2016-10-31,"A lot of dead sea grass and fish.",TRUE,TRUE,"Pinfish, Grunt-60","20to100","Saltwater","Tampa Bay - Entrance of Ft. Desoto Area",,27.62267,-82.711,"RedTide"
